comp_1,comp_2,smile_1,smile_2
CHEBI:9921,CHEBI:616,[H][C@]12CCC(C)=C1[C@@H](CC[C@H]2C)\C=C(/C)C(O)=O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:9921,CHEBI:7728,[H][C@]12CCC(C)=C1[C@@H](CC[C@H]2C)\C=C(/C)C(O)=O,CCCCCCCCN
CHEBI:9921,CHEBI:84001,[H][C@]12CCC(C)=C1[C@@H](CC[C@H]2C)\C=C(/C)C(O)=O,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl
CHEBI:17697,CHEBI:110320,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,C1CC1CNC(=O)C[C@@H]2C[C@@H]3[C@H]([C@H](O2)CO)OC4=C3C=C(C=C4)NC(=O)NC5=CC=CC=C5
CHEBI:17697,CHEBI:124254,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:17697,CHEBI:15825,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,CC(C)=CC=O
CHEBI:17697,CHEBI:16070,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O
CHEBI:17697,CHEBI:166,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:17697,CHEBI:16652,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,NC(=N)NCCCCNC(N)=N
CHEBI:17697,CHEBI:166816,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,OC1CC2[C@@]([C@@]3([C@]([C@]4([C@@]([C@H](CC4)C(CC/C(/C(C)C)=C/C)C)(CC3)C)[H])(CC2)[H])[H])(CC1)C
CHEBI:17697,CHEBI:7728,C1=CC(=CC=2C(=CNC12)CCNC(C)=O)O,CCCCCCCCN
CHEBI:133127,CHEBI:100636,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:133127,CHEBI:114,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,O=C([C@H]1[C@@H]([C@@H]([C@H]1c1ccccc1)C(=O)N1CCCC(=C1)[C@H]1CCCCN1)c1ccccc1)N1CCCC(=C1)[C@H]1CCCCN1
CHEBI:133127,CHEBI:124254,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:133127,CHEBI:15580,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,CC[C@]1(C)O[C@@H]1CC\C(C)=C\CC\C(C)=C\C(O)=O
CHEBI:133127,CHEBI:15825,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,CC(C)=CC=O
CHEBI:133127,CHEBI:16286,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:133127,CHEBI:166,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:133127,CHEBI:2220,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:133127,CHEBI:27460,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,COc1cc2CCN[C@@H](Cc3ccc(O)c(O)c3)c2cc1O
CHEBI:133127,CHEBI:28142,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,OC(O)C(Cl)(Cl)Cl
CHEBI:133127,CHEBI:28708,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,CC(C)c1cccc(O)c1O
CHEBI:133127,CHEBI:30718,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:133127,CHEBI:3188,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)\C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
CHEBI:133127,CHEBI:616,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:133127,CHEBI:7728,O=C1[C@H](NC([C@@H](NC([C@@H](CC(C)C)NC(=O)[C@@H](NC([C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)N1)=O)CC=3C=4C=CC=CC4NC3)=O)C(C)C)=O)C(C)C,CCCCCCCCN
CHEBI:2422,CHEBI:100636,CC(=O)NN,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:2422,CHEBI:124254,CC(=O)NN,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:2422,CHEBI:129650,CC(=O)NN,C[C@@H]1CN(C(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=C(C=C3)OC)O[C@@H]1CN(C)CC4=CC5=C(C=C4)OCO5)[C@@H](C)CO
CHEBI:2422,CHEBI:1378,CC(=O)NN,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)S[*]
CHEBI:2422,CHEBI:15492,CC(=O)NN,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(O)=O
CHEBI:2422,CHEBI:15657,CC(=O)NN,C(=C\[C@H](/C=C\CCCCC)OO)\CCCCCCCC(=O)O
CHEBI:2422,CHEBI:15825,CC(=O)NN,CC(C)=CC=O
CHEBI:2422,CHEBI:16352,CC(=O)NN,OC1CN=C(C1)C(O)=O
CHEBI:2422,CHEBI:166,CC(=O)NN,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:2422,CHEBI:27825,CC(=O)NN,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:2422,CHEBI:28071,CC(=O)NN,O[C@H]1CO[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](OC(=O)Cc3c[nH]c4ccccc34)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O
CHEBI:2422,CHEBI:28234,CC(=O)NN,O[C@H]1C=CC2=C([C@H]1O)c1ccccc1C2
CHEBI:2422,CHEBI:28359,CC(=O)NN,CC1(C)[C@H]2CCC(=C)[C@@H]1C2
CHEBI:2422,CHEBI:28502,CC(=O)NN,C1CN=C(Cc2ccccc2)N1
CHEBI:2422,CHEBI:30717,CC(=O)NN,F[Mo--]1(F)(F)(F)(=O)OO1
CHEBI:2422,CHEBI:30718,CC(=O)NN,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:2422,CHEBI:37476,CC(=O)NN,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:2422,CHEBI:48242,CC(=O)NN,O=[Cr]O[Cr]=O
CHEBI:2422,CHEBI:616,CC(=O)NN,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:2422,CHEBI:7728,CC(=O)NN,CCCCCCCCN
CHEBI:49801,CHEBI:100636,Cl[Pt]Cl,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:49801,CHEBI:124254,Cl[Pt]Cl,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:49801,CHEBI:15492,Cl[Pt]Cl,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(O)=O
CHEBI:49801,CHEBI:15825,Cl[Pt]Cl,CC(C)=CC=O
CHEBI:49801,CHEBI:166,Cl[Pt]Cl,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:49801,CHEBI:27825,Cl[Pt]Cl,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:49801,CHEBI:282,Cl[Pt]Cl,CCCCCC#C\C=C\C=C\CC\C=C\C(=O)NCC(C)C
CHEBI:49801,CHEBI:28359,Cl[Pt]Cl,CC1(C)[C@H]2CCC(=C)[C@@H]1C2
CHEBI:49801,CHEBI:28502,Cl[Pt]Cl,C1CN=C(Cc2ccccc2)N1
CHEBI:49801,CHEBI:30718,Cl[Pt]Cl,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:49801,CHEBI:37476,Cl[Pt]Cl,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:49801,CHEBI:48242,Cl[Pt]Cl,O=[Cr]O[Cr]=O
CHEBI:49801,CHEBI:53209,Cl[Pt]Cl,[O-][Ru](=O)(=O)=O.CCC[N+](CCC)(CCC)CCC
CHEBI:49801,CHEBI:616,Cl[Pt]Cl,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:49801,CHEBI:7728,Cl[Pt]Cl,CCCCCCCCN
CHEBI:17123,CHEBI:100636,NC(=C)C(O)=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:17123,CHEBI:124254,NC(=C)C(O)=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:17123,CHEBI:130121,NC(=C)C(O)=O,C[C@H]1[C@H](CN(C(=O)C2=C(C=CC(=C2)C#N)OCC[C@@H]3CC[C@@H]([C@@H](O3)CN(C1=O)C)OC)C)OC
CHEBI:17123,CHEBI:15825,NC(=C)C(O)=O,CC(C)=CC=O
CHEBI:17123,CHEBI:160,NC(=C)C(O)=O,O[C@@H]([C@H](CC(O)=O)C(O)=O)C(O)=O
CHEBI:17123,CHEBI:16108,NC(=C)C(O)=O,OCC(=O)COP(O)(O)=O
CHEBI:17123,CHEBI:16358,NC(=C)C(O)=O,O[C@H]1CO[C@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:17123,CHEBI:166,NC(=C)C(O)=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:17123,CHEBI:27825,NC(=C)C(O)=O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:17123,CHEBI:30718,NC(=C)C(O)=O,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:17123,CHEBI:616,NC(=C)C(O)=O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:17123,CHEBI:6427,NC(=C)C(O)=O,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1
CHEBI:17123,CHEBI:7728,NC(=C)C(O)=O,CCCCCCCCN
CHEBI:17123,CHEBI:78496,NC(=C)C(O)=O,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(N)=O
CHEBI:59511,CHEBI:100636,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:59511,CHEBI:119602,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,C[C@H]1CN(S(=O)(=O)C2=C(C=C(C=C2)C#CCC3CCCC3)O[C@H]1CN(C)S(=O)(=O)C4=CC=CC=C4OC)[C@H](C)CO
CHEBI:59511,CHEBI:124254,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:59511,CHEBI:15555,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O
CHEBI:59511,CHEBI:15825,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,CC(C)=CC=O
CHEBI:59511,CHEBI:16358,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,O[C@H]1CO[C@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:59511,CHEBI:166,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:59511,CHEBI:17344,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,OC(=O)\C=C/C=C(C(O)=O)C(O)=O
CHEBI:59511,CHEBI:17886,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,OCC(=O)[C@@H](O)[C@@H](O)[C@H](O)C([O-])=O
CHEBI:59511,CHEBI:2212,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,COc1cc(O)c2C(=O)O[C@H](C)Cc2c1
CHEBI:59511,CHEBI:2724,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,C=CC[C@@H]1NC[C@H]2C[C@H]1CN1[C@@H]2CCCC1=O
CHEBI:59511,CHEBI:28996,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,CC1(C)C2CC1C(=C)C(=O)C2
CHEBI:59511,CHEBI:30718,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:59511,CHEBI:616,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:59511,CHEBI:7728,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,CCCCCCCCN
CHEBI:59511,CHEBI:78734,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)c1ccccc1
CHEBI:75947,CHEBI:124254,P1(O[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=NC=4C(=NC=NC43)N)COP(=O)(O[C@H]5[C@@H](O[C@@H]([C@H]5O)CO1)N6C=NC=7C(NC(=NC76)N)=O)O)(=O)O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:75947,CHEBI:15825,P1(O[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=NC=4C(=NC=NC43)N)COP(=O)(O[C@H]5[C@@H](O[C@@H]([C@H]5O)CO1)N6C=NC=7C(NC(=NC76)N)=O)O)(=O)O,CC(C)=CC=O
CHEBI:75947,CHEBI:16108,P1(O[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=NC=4C(=NC=NC43)N)COP(=O)(O[C@H]5[C@@H](O[C@@H]([C@H]5O)CO1)N6C=NC=7C(NC(=NC76)N)=O)O)(=O)O,OCC(=O)COP(O)(O)=O
CHEBI:75947,CHEBI:27825,P1(O[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=NC=4C(=NC=NC43)N)COP(=O)(O[C@H]5[C@@H](O[C@@H]([C@H]5O)CO1)N6C=NC=7C(NC(=NC76)N)=O)O)(=O)O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:75947,CHEBI:29001,P1(O[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=NC=4C(=NC=NC43)N)COP(=O)(O[C@H]5[C@@H](O[C@@H]([C@H]5O)CO1)N6C=NC=7C(NC(=NC76)N)=O)O)(=O)O,CC(=C)[C@H](CCC(C)=O)CC([O-])=O
CHEBI:73823,CHEBI:100636,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:73823,CHEBI:124254,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:73823,CHEBI:15448,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC1(O)CCCCC1
CHEBI:73823,CHEBI:15580,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CC[C@]1(C)O[C@@H]1CC\C(C)=C\CC\C(C)=C\C(O)=O
CHEBI:73823,CHEBI:15825,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CC(C)=CC=O
CHEBI:73823,CHEBI:16286,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:73823,CHEBI:166,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:73823,CHEBI:16752,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,NC[C@@H](CC[C@H](N)C(O)=O)OP(O)(O)=O
CHEBI:73823,CHEBI:20,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CC1(C)[C@@H]2CC[C@@H](C2)C1=C
CHEBI:73823,CHEBI:212,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CC(=O)CC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(C)=C
CHEBI:73823,CHEBI:2220,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:73823,CHEBI:27460,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,COc1cc2CCN[C@@H](Cc3ccc(O)c(O)c3)c2cc1O
CHEBI:73823,CHEBI:27808,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,[H][C@]12C=C[C@H](OC(C)=O)[C@@H]3Oc4c(OC(C)=O)ccc5C[C@H]1N(C)CC[C@@]23c45
CHEBI:73823,CHEBI:27825,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:73823,CHEBI:28142,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,OC(O)C(Cl)(Cl)Cl
CHEBI:73823,CHEBI:30718,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:73823,CHEBI:31254,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,O(CC(C[NH2+]C(C)C)O)C1=C2C(=CC=C1)C=C(O2)C(C)=O.[Cl-]
CHEBI:73823,CHEBI:3188,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)\C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
CHEBI:73823,CHEBI:34809,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:73823,CHEBI:34810,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:73823,CHEBI:37476,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:73823,CHEBI:48242,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,O=[Cr]O[Cr]=O
