comp_1,comp_2,smile_1,smile_2
CHEBI:73823,CHEBI:48510,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,O(S(C(F)(F)F)(=O)=O)*
CHEBI:73823,CHEBI:616,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:73823,CHEBI:7728,CC(C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O,CCCCCCCCN
CHEBI:72573,CHEBI:100636,[*]N=NN([*])[*],C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:72573,CHEBI:102152,[*]N=NN([*])[*],C[C@@H]1CN(C(=O)C2=C(C3=CC=CC=C3CO[C@H]1CN(C)C(=O)OCC(C)C)C4=CC=CC=C4N2C)[C@H](C)CO
CHEBI:72573,CHEBI:1110,[*]N=NN([*])[*],CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\Cc1ccccc1O
CHEBI:72573,CHEBI:124254,[*]N=NN([*])[*],C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:72573,CHEBI:15618,[*]N=NN([*])[*],C\C=C1\[C@@H](C)C(=O)N\C\1=C/C1=N/C(=C\c2[nH]c(C[C@H]3NC(=O)C(C=C)=C3C)c(C)c2CCC(O)=O)/C(CCC(O)=O)=C1C
CHEBI:72573,CHEBI:15825,[*]N=NN([*])[*],CC(C)=CC=O
CHEBI:72573,CHEBI:166,[*]N=NN([*])[*],C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:72573,CHEBI:18400,[*]N=NN([*])[*],OC1=CC(=O)C=CC1=O
CHEBI:72573,CHEBI:27825,[*]N=NN([*])[*],COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:72573,CHEBI:27967,[*]N=NN([*])[*],[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)C(=O)CC[C@@]21[H]
CHEBI:72573,CHEBI:28770,[*]N=NN([*])[*],Oc1ccc(CC2NCCc3cc(O)c(O)cc23)cc1O
CHEBI:72573,CHEBI:30718,[*]N=NN([*])[*],N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:72573,CHEBI:32796,[*]N=NN([*])[*],O[C@H](CCC(O)=O)C(O)=O
CHEBI:72573,CHEBI:34809,[*]N=NN([*])[*],CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:72573,CHEBI:34810,[*]N=NN([*])[*],[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:72573,CHEBI:37476,[*]N=NN([*])[*],O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:72573,CHEBI:48242,[*]N=NN([*])[*],O=[Cr]O[Cr]=O
CHEBI:72573,CHEBI:616,[*]N=NN([*])[*],Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:72573,CHEBI:69014,[*]N=NN([*])[*],[H][C@@]12CC[C@H](C)c3c(O)c(O)c(C)c([C@@H](C[C@@H]1C)C=C(C)C)c23
CHEBI:72573,CHEBI:7728,[*]N=NN([*])[*],CCCCCCCCN
CHEBI:78591,CHEBI:100636,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:78591,CHEBI:124254,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:78591,CHEBI:15825,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,CC(C)=CC=O
CHEBI:78591,CHEBI:166,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:78591,CHEBI:17344,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,OC(=O)\C=C/C=C(C(O)=O)C(O)=O
CHEBI:78591,CHEBI:27743,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,[*]SC(=O)C=C=C
CHEBI:78591,CHEBI:27825,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:78591,CHEBI:28138,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,C[C@@H](NC(=O)[C@@H](C)NC(=O)[C@H](CCC[C@@H](N)C(O)=O)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H](OP(O)(=O)OP(O)(=O)OC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)O[C@H](CO)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)C(O)=O)C(O)=O
CHEBI:78591,CHEBI:28359,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,CC1(C)[C@H]2CCC(=C)[C@@H]1C2
CHEBI:78591,CHEBI:28502,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,C1CN=C(Cc2ccccc2)N1
CHEBI:78591,CHEBI:30718,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:78591,CHEBI:37476,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:78591,CHEBI:48242,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,O=[Cr]O[Cr]=O
CHEBI:78591,CHEBI:5822,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,C[C@]12CCC[C@@]3(C)[C@H]1[C@H](OC2=O)C=C1C[C@@](C)(CCOS([O-])(=O)=O)CC[C@]31O
CHEBI:78591,CHEBI:616,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:78591,CHEBI:75308,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,[H][C@@]12CCC3=CC(=O)CC[C@]3(C=O)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H]
CHEBI:78591,CHEBI:7728,COC[C@H](C[C@H]1O[C@@H](C[C@@H](O)C1(C)C)[C@@H](NC(=O)[C@@H](O)[C@]1(CC(=C)[C@@H](C)[C@@H](C)O1)OC)OC)OC,CCCCCCCCN
CHEBI:135605,CHEBI:100636,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:135605,CHEBI:124254,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:135605,CHEBI:15696,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](CO)OC1OP(O)(=O)OP(O)(=O)OC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
CHEBI:135605,CHEBI:15825,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,CC(C)=CC=O
CHEBI:135605,CHEBI:16286,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:135605,CHEBI:166,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:135605,CHEBI:16850,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,[H][C@@]12CC[C@@]3(C)CCC(=O)C(C)=C3[C@@]1([H])OC(=O)[C@H]2C
CHEBI:135605,CHEBI:18400,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,OC1=CC(=O)C=CC1=O
CHEBI:135605,CHEBI:2030,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,NC(=O)c1nc[nH]c1N
CHEBI:135605,CHEBI:212,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,CC(=O)CC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(C)=C
CHEBI:135605,CHEBI:2220,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:135605,CHEBI:27808,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,[H][C@]12C=C[C@H](OC(C)=O)[C@@H]3Oc4c(OC(C)=O)ccc5C[C@H]1N(C)CC[C@@]23c45
CHEBI:135605,CHEBI:27825,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:135605,CHEBI:28142,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,OC(O)C(Cl)(Cl)Cl
CHEBI:135605,CHEBI:34809,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:135605,CHEBI:34810,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:135605,CHEBI:37476,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:135605,CHEBI:48242,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,O=[Cr]O[Cr]=O
CHEBI:135605,CHEBI:48510,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,O(S(C(F)(F)F)(=O)=O)*
CHEBI:135605,CHEBI:52618,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,OC([*])C(O)=O
CHEBI:135605,CHEBI:69014,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,[H][C@@]12CC[C@H](C)c3c(O)c(O)c(C)c([C@@H](C[C@@H]1C)C=C(C)C)c23
CHEBI:135605,CHEBI:7728,C(CN(CCO)CC)N1C2=C(N=C1CC3=CC=CC=C3)N(C)C(N(C2=O)C)=O,CCCCCCCCN
CHEBI:4995,CHEBI:100636,NC(=O)OCC(COC(N)=O)c1ccccc1,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:4995,CHEBI:124254,NC(=O)OCC(COC(N)=O)c1ccccc1,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:4995,CHEBI:15448,NC(=O)OCC(COC(N)=O)c1ccccc1,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC1(O)CCCCC1
CHEBI:4995,CHEBI:15580,NC(=O)OCC(COC(N)=O)c1ccccc1,CC[C@]1(C)O[C@@H]1CC\C(C)=C\CC\C(C)=C\C(O)=O
CHEBI:4995,CHEBI:15825,NC(=O)OCC(COC(N)=O)c1ccccc1,CC(C)=CC=O
CHEBI:4995,CHEBI:16286,NC(=O)OCC(COC(N)=O)c1ccccc1,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:4995,CHEBI:166,NC(=O)OCC(COC(N)=O)c1ccccc1,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:4995,CHEBI:16752,NC(=O)OCC(COC(N)=O)c1ccccc1,NC[C@@H](CC[C@H](N)C(O)=O)OP(O)(O)=O
CHEBI:4995,CHEBI:20,NC(=O)OCC(COC(N)=O)c1ccccc1,CC1(C)[C@@H]2CC[C@@H](C2)C1=C
CHEBI:4995,CHEBI:212,NC(=O)OCC(COC(N)=O)c1ccccc1,CC(=O)CC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(C)=C
CHEBI:4995,CHEBI:2220,NC(=O)OCC(COC(N)=O)c1ccccc1,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:4995,CHEBI:27460,NC(=O)OCC(COC(N)=O)c1ccccc1,COc1cc2CCN[C@@H](Cc3ccc(O)c(O)c3)c2cc1O
CHEBI:4995,CHEBI:27808,NC(=O)OCC(COC(N)=O)c1ccccc1,[H][C@]12C=C[C@H](OC(C)=O)[C@@H]3Oc4c(OC(C)=O)ccc5C[C@H]1N(C)CC[C@@]23c45
CHEBI:4995,CHEBI:27825,NC(=O)OCC(COC(N)=O)c1ccccc1,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:4995,CHEBI:28142,NC(=O)OCC(COC(N)=O)c1ccccc1,OC(O)C(Cl)(Cl)Cl
CHEBI:4995,CHEBI:30718,NC(=O)OCC(COC(N)=O)c1ccccc1,N#[N][Mo+4]123([N]#N)[P-](CC[P-]1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1.C(C[P-]2(c1ccccc1)c1ccccc1)[P-]3(c1ccccc1)c1ccccc1
CHEBI:4995,CHEBI:31254,NC(=O)OCC(COC(N)=O)c1ccccc1,O(CC(C[NH2+]C(C)C)O)C1=C2C(=CC=C1)C=C(O2)C(C)=O.[Cl-]
CHEBI:4995,CHEBI:3188,NC(=O)OCC(COC(N)=O)c1ccccc1,COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)\C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)=C(O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O
CHEBI:4995,CHEBI:34809,NC(=O)OCC(COC(N)=O)c1ccccc1,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:4995,CHEBI:34810,NC(=O)OCC(COC(N)=O)c1ccccc1,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:4995,CHEBI:37476,NC(=O)OCC(COC(N)=O)c1ccccc1,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:4995,CHEBI:48242,NC(=O)OCC(COC(N)=O)c1ccccc1,O=[Cr]O[Cr]=O
CHEBI:4995,CHEBI:48510,NC(=O)OCC(COC(N)=O)c1ccccc1,O(S(C(F)(F)F)(=O)=O)*
CHEBI:4995,CHEBI:616,NC(=O)OCC(COC(N)=O)c1ccccc1,Cc1cc(C)n(CC(O)Cn2c3ccccc3c3ccccc23)n1
CHEBI:4995,CHEBI:7728,NC(=O)OCC(COC(N)=O)c1ccccc1,CCCCCCCCN
CHEBI:5829,CHEBI:100636,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C[C@H]1CN[C@@H](COC2=C(C=C(C=C2)NC(=O)C3=NOC(=C3)C)C(=O)N(C[C@@H]1OC)C)C
CHEBI:5829,CHEBI:105046,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2Br)OCCCO3
CHEBI:5829,CHEBI:124254,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:5829,CHEBI:15825,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)=CC=O
CHEBI:5829,CHEBI:15950,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COc1cc2CCN[C@@H](Cc3ccc(O)cc3)c2cc1O
CHEBI:5829,CHEBI:16286,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])[C@](C)(C=O)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CHEBI:5829,CHEBI:166,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:5829,CHEBI:16632,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COc1cc(ccc1O)C([O-])=O
CHEBI:5829,CHEBI:185462,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O1C(CC(=O)C=2C1=CC(O)=CC2O)C3=C(CC=C(C)C)C(O)=C(O)C=C3
CHEBI:5829,CHEBI:212,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(=O)CC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(C)=C
CHEBI:5829,CHEBI:2220,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](O[*])[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O
CHEBI:5829,CHEBI:27808,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,[H][C@]12C=C[C@H](OC(C)=O)[C@@H]3Oc4c(OC(C)=O)ccc5C[C@H]1N(C)CC[C@@]23c45
CHEBI:5829,CHEBI:27825,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:5829,CHEBI:28142,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OC(O)C(Cl)(Cl)Cl
CHEBI:5829,CHEBI:29055,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Oc1ccc(CC(=O)C([O-])=O)cc1O
CHEBI:5829,CHEBI:30796,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O[C@H](CC(O)=O)C(O)=O
CHEBI:5829,CHEBI:34809,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)S(=O)(=O)NCC(C)c1ccc(NC(=O)c2ccccc2)cc1
CHEBI:5829,CHEBI:34810,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,[C@@H]1(O[C@H]([C@H](O)[C@H]([C@H]1O)O)O[C@@H]([C@@H]([C@H](CO)O)O)[C@@H](CO)O)CO.O.O
CHEBI:5829,CHEBI:37476,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O[C@H]1C=Cc2c(ccc3ccccc23)[C@H]1O
CHEBI:5829,CHEBI:48242,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=[Cr]O[Cr]=O
CHEBI:5829,CHEBI:48510,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O(S(C(F)(F)F)(=O)=O)*
CHEBI:5829,CHEBI:7728,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCN
CHEBI:5829,CHEBI:84001,Cc1cc(=O)n(o1)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,FC(F)C(F)(F)OC[C@H](Cn1cncn1)c1ccc(Cl)cc1Cl
CHEBI:44115,CHEBI:100743,OS(=O)(=O)CCCN1CCOCC1,CN(C)C1=CC2=C(C=C1)O[C@H]3[C@@H]2C[C@@H](O[C@H]3CO)CC(=O)NCC4CC4
CHEBI:44115,CHEBI:102152,OS(=O)(=O)CCCN1CCOCC1,C[C@@H]1CN(C(=O)C2=C(C3=CC=CC=C3CO[C@H]1CN(C)C(=O)OCC(C)C)C4=CC=CC=C4N2C)[C@H](C)CO
CHEBI:44115,CHEBI:1040,OS(=O)(=O)CCCN1CCOCC1,Oc1nc(O)nc(Cl)n1
CHEBI:44115,CHEBI:124254,OS(=O)(=O)CCCN1CCOCC1,C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)C3CC3)O[C@H]1CN(C)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[C@H](C)CO
CHEBI:44115,CHEBI:15825,OS(=O)(=O)CCCN1CCOCC1,CC(C)=CC=O
CHEBI:44115,CHEBI:166,OS(=O)(=O)CCCN1CCOCC1,C[C@H]1CC[C@H](CC1=O)C(C)=C
CHEBI:44115,CHEBI:18400,OS(=O)(=O)CCCN1CCOCC1,OC1=CC(=O)C=CC1=O
CHEBI:44115,CHEBI:27722,OS(=O)(=O)CCCN1CCOCC1,[H][C@@]1(CC[C@@]2([H])[C@]3([H])COC(=O)[C@@]4([H])C[C@H](O)[C@H](O)C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@@H](O)[C@H](O)[C@H](C)C(C)C
CHEBI:44115,CHEBI:27825,OS(=O)(=O)CCCN1CCOCC1,COc1cc(O)c2c(c1)oc(-c1ccc(OC)c(O)c1)c(OC)c2=O
CHEBI:44115,CHEBI:27967,OS(=O)(=O)CCCN1CCOCC1,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@]1(C)C(=O)CC[C@@]21[H]
CHEBI:44115,CHEBI:29055,OS(=O)(=O)CCCN1CCOCC1,Oc1ccc(CC(=O)C([O-])=O)cc1O
