,comp_1,comp_2
700,CHEBI:76605,CHEBI:39750
701,CHEBI:76605,CHEBI:7728
702,CHEBI:76605,CHEBI:78734
703,CHEBI:46771,CHEBI:100636
704,CHEBI:46771,CHEBI:124254
705,CHEBI:46771,CHEBI:15386
706,CHEBI:46771,CHEBI:15555
707,CHEBI:46771,CHEBI:15825
708,CHEBI:46771,CHEBI:16358
709,CHEBI:46771,CHEBI:16599
710,CHEBI:46771,CHEBI:166
711,CHEBI:46771,CHEBI:17020
712,CHEBI:46771,CHEBI:17886
713,CHEBI:46771,CHEBI:28045
714,CHEBI:46771,CHEBI:28571
715,CHEBI:46771,CHEBI:28602
716,CHEBI:46771,CHEBI:30718
717,CHEBI:46771,CHEBI:36244
718,CHEBI:46771,CHEBI:3642
719,CHEBI:46771,CHEBI:39750
720,CHEBI:46771,CHEBI:616
721,CHEBI:46771,CHEBI:7036
722,CHEBI:46771,CHEBI:7520
723,CHEBI:46771,CHEBI:76085
724,CHEBI:46771,CHEBI:7728
725,CHEBI:46771,CHEBI:95059
726,CHEBI:25907,CHEBI:100636
727,CHEBI:25907,CHEBI:110792
728,CHEBI:25907,CHEBI:117704
729,CHEBI:25907,CHEBI:124254
730,CHEBI:25907,CHEBI:15470
731,CHEBI:25907,CHEBI:15492
732,CHEBI:25907,CHEBI:15728
733,CHEBI:25907,CHEBI:15825
734,CHEBI:25907,CHEBI:16286
735,CHEBI:25907,CHEBI:166
736,CHEBI:25907,CHEBI:16652
737,CHEBI:25907,CHEBI:166816
738,CHEBI:25907,CHEBI:16936
739,CHEBI:25907,CHEBI:17020
740,CHEBI:25907,CHEBI:17221
741,CHEBI:25907,CHEBI:17225
742,CHEBI:25907,CHEBI:17344
743,CHEBI:25907,CHEBI:18169
744,CHEBI:25907,CHEBI:18375
745,CHEBI:25907,CHEBI:18417
746,CHEBI:25907,CHEBI:21494
747,CHEBI:25907,CHEBI:2220
748,CHEBI:25907,CHEBI:27399
749,CHEBI:25907,CHEBI:27651
750,CHEBI:25907,CHEBI:27825
751,CHEBI:25907,CHEBI:28142
752,CHEBI:25907,CHEBI:28632
753,CHEBI:25907,CHEBI:30718
754,CHEBI:25907,CHEBI:33390
755,CHEBI:25907,CHEBI:3369
756,CHEBI:25907,CHEBI:3514
757,CHEBI:25907,CHEBI:37476
758,CHEBI:25907,CHEBI:39750
759,CHEBI:25907,CHEBI:42896
760,CHEBI:25907,CHEBI:48242
761,CHEBI:25907,CHEBI:5822
762,CHEBI:25907,CHEBI:616
763,CHEBI:25907,CHEBI:636
764,CHEBI:25907,CHEBI:67134
765,CHEBI:25907,CHEBI:68991
766,CHEBI:25907,CHEBI:72313
767,CHEBI:25907,CHEBI:72314
768,CHEBI:25907,CHEBI:72687
769,CHEBI:25907,CHEBI:75572
770,CHEBI:25907,CHEBI:7728
771,CHEBI:25907,CHEBI:7862
772,CHEBI:25907,CHEBI:88197
773,CHEBI:25907,CHEBI:89678
774,CHEBI:25907,CHEBI:94290
775,CHEBI:9725,CHEBI:124254
776,CHEBI:9725,CHEBI:15825
777,CHEBI:9725,CHEBI:166
778,CHEBI:9725,CHEBI:16871
779,CHEBI:9725,CHEBI:17077
780,CHEBI:9725,CHEBI:18400
781,CHEBI:9725,CHEBI:27825
782,CHEBI:9725,CHEBI:34809
783,CHEBI:9725,CHEBI:34810
784,CHEBI:9725,CHEBI:37476
785,CHEBI:9725,CHEBI:39750
786,CHEBI:9725,CHEBI:48242
787,CHEBI:9725,CHEBI:69014
788,CHEBI:9725,CHEBI:7728
789,CHEBI:133749,CHEBI:15825
790,CHEBI:133749,CHEBI:16290
791,CHEBI:133749,CHEBI:16885
792,CHEBI:133749,CHEBI:28816
793,CHEBI:133749,CHEBI:32971
794,CHEBI:133749,CHEBI:38982
795,CHEBI:137947,CHEBI:124254
796,CHEBI:137947,CHEBI:15825
797,CHEBI:137947,CHEBI:166
798,CHEBI:137947,CHEBI:17344
799,CHEBI:137947,CHEBI:28435
800,CHEBI:137947,CHEBI:28996
801,CHEBI:137947,CHEBI:39750
802,CHEBI:137947,CHEBI:7728
803,CHEBI:137947,CHEBI:78734
804,CHEBI:16555,CHEBI:100636
805,CHEBI:16555,CHEBI:124254
806,CHEBI:16555,CHEBI:15398
807,CHEBI:16555,CHEBI:15825
808,CHEBI:16555,CHEBI:16286
809,CHEBI:16555,CHEBI:166
810,CHEBI:16555,CHEBI:180399
811,CHEBI:16555,CHEBI:212
812,CHEBI:16555,CHEBI:2220
813,CHEBI:16555,CHEBI:27808
814,CHEBI:16555,CHEBI:27825
815,CHEBI:16555,CHEBI:28142
816,CHEBI:16555,CHEBI:28265
817,CHEBI:16555,CHEBI:34809
818,CHEBI:16555,CHEBI:34810
819,CHEBI:16555,CHEBI:37476
820,CHEBI:16555,CHEBI:39750
821,CHEBI:16555,CHEBI:48242
822,CHEBI:16555,CHEBI:48510
823,CHEBI:16555,CHEBI:7728
824,CHEBI:16555,CHEBI:89900
825,CHEBI:16555,CHEBI:99265
826,CHEBI:17189,CHEBI:100636
827,CHEBI:17189,CHEBI:124254
828,CHEBI:17189,CHEBI:15580
829,CHEBI:17189,CHEBI:15653
830,CHEBI:17189,CHEBI:15825
831,CHEBI:17189,CHEBI:16286
832,CHEBI:17189,CHEBI:166
833,CHEBI:17189,CHEBI:17020
834,CHEBI:17189,CHEBI:2220
835,CHEBI:17189,CHEBI:27460
836,CHEBI:17189,CHEBI:27739
837,CHEBI:17189,CHEBI:28142
838,CHEBI:17189,CHEBI:30718
839,CHEBI:17189,CHEBI:3188
840,CHEBI:17189,CHEBI:39750
841,CHEBI:17189,CHEBI:616
842,CHEBI:17189,CHEBI:7728
843,CHEBI:60175,CHEBI:100636
844,CHEBI:60175,CHEBI:114
845,CHEBI:60175,CHEBI:124254
846,CHEBI:60175,CHEBI:15580
847,CHEBI:60175,CHEBI:15825
848,CHEBI:60175,CHEBI:16286
849,CHEBI:60175,CHEBI:166
850,CHEBI:60175,CHEBI:17020
851,CHEBI:60175,CHEBI:2220
852,CHEBI:60175,CHEBI:27460
853,CHEBI:60175,CHEBI:28142
854,CHEBI:60175,CHEBI:28708
855,CHEBI:60175,CHEBI:30718
856,CHEBI:60175,CHEBI:3188
857,CHEBI:60175,CHEBI:39750
858,CHEBI:60175,CHEBI:616
859,CHEBI:60175,CHEBI:7728
860,CHEBI:48981,CHEBI:100636
861,CHEBI:48981,CHEBI:124254
862,CHEBI:48981,CHEBI:15492
863,CHEBI:48981,CHEBI:15579
864,CHEBI:48981,CHEBI:15580
865,CHEBI:48981,CHEBI:15728
866,CHEBI:48981,CHEBI:15825
867,CHEBI:48981,CHEBI:16286
868,CHEBI:48981,CHEBI:16358
869,CHEBI:48981,CHEBI:163778
870,CHEBI:48981,CHEBI:166
871,CHEBI:48981,CHEBI:16936
872,CHEBI:48981,CHEBI:17020
873,CHEBI:48981,CHEBI:17225
874,CHEBI:48981,CHEBI:18169
875,CHEBI:48981,CHEBI:18348
876,CHEBI:48981,CHEBI:27399
877,CHEBI:48981,CHEBI:27651
878,CHEBI:48981,CHEBI:27825
879,CHEBI:48981,CHEBI:30718
880,CHEBI:48981,CHEBI:33390
881,CHEBI:48981,CHEBI:36244
882,CHEBI:48981,CHEBI:39750
883,CHEBI:48981,CHEBI:42896
884,CHEBI:48981,CHEBI:616
885,CHEBI:48981,CHEBI:7728
886,CHEBI:48981,CHEBI:89678
887,CHEBI:48981,CHEBI:94290
888,CHEBI:48981,CHEBI:9496
889,CHEBI:22338,CHEBI:124254
890,CHEBI:22338,CHEBI:15825
891,CHEBI:22338,CHEBI:166
892,CHEBI:22338,CHEBI:17344
893,CHEBI:22338,CHEBI:39750
894,CHEBI:22338,CHEBI:5822
895,CHEBI:22338,CHEBI:7728
896,CHEBI:81064,CHEBI:100636
897,CHEBI:81064,CHEBI:124254
898,CHEBI:81064,CHEBI:130121
899,CHEBI:81064,CHEBI:15825
900,CHEBI:81064,CHEBI:16358
901,CHEBI:81064,CHEBI:166
902,CHEBI:81064,CHEBI:17020
903,CHEBI:81064,CHEBI:29173
904,CHEBI:81064,CHEBI:30718
905,CHEBI:81064,CHEBI:36244
906,CHEBI:81064,CHEBI:39750
907,CHEBI:81064,CHEBI:48468
908,CHEBI:81064,CHEBI:616
909,CHEBI:81064,CHEBI:7728
910,CHEBI:10283,CHEBI:100636
911,CHEBI:10283,CHEBI:10284
912,CHEBI:10283,CHEBI:104018
913,CHEBI:10283,CHEBI:113782
914,CHEBI:10283,CHEBI:124254
915,CHEBI:10283,CHEBI:127070
916,CHEBI:10283,CHEBI:15492
917,CHEBI:10283,CHEBI:15579
918,CHEBI:10283,CHEBI:15580
919,CHEBI:10283,CHEBI:15728
920,CHEBI:10283,CHEBI:158014
921,CHEBI:10283,CHEBI:15825
922,CHEBI:10283,CHEBI:16286
923,CHEBI:10283,CHEBI:16358
924,CHEBI:10283,CHEBI:163778
925,CHEBI:10283,CHEBI:166
926,CHEBI:10283,CHEBI:16614
927,CHEBI:10283,CHEBI:16632
928,CHEBI:10283,CHEBI:16693
929,CHEBI:10283,CHEBI:16825
930,CHEBI:10283,CHEBI:16864
931,CHEBI:10283,CHEBI:16936
932,CHEBI:10283,CHEBI:17020
933,CHEBI:10283,CHEBI:17225
934,CHEBI:10283,CHEBI:18169
935,CHEBI:10283,CHEBI:18348
936,CHEBI:10283,CHEBI:18400
937,CHEBI:10283,CHEBI:212
938,CHEBI:10283,CHEBI:2220
939,CHEBI:10283,CHEBI:27399
940,CHEBI:10283,CHEBI:27446
941,CHEBI:10283,CHEBI:27651
942,CHEBI:10283,CHEBI:27808
943,CHEBI:10283,CHEBI:27825
944,CHEBI:10283,CHEBI:28142
945,CHEBI:10283,CHEBI:28394
946,CHEBI:10283,CHEBI:28495
947,CHEBI:10283,CHEBI:28740
948,CHEBI:10283,CHEBI:29055
949,CHEBI:10283,CHEBI:30718
950,CHEBI:10283,CHEBI:32878
951,CHEBI:10283,CHEBI:33390
952,CHEBI:10283,CHEBI:34809
953,CHEBI:10283,CHEBI:34810
954,CHEBI:10283,CHEBI:36244
955,CHEBI:10283,CHEBI:37476
956,CHEBI:10283,CHEBI:39750
957,CHEBI:10283,CHEBI:42896
958,CHEBI:10283,CHEBI:48242
959,CHEBI:10283,CHEBI:48510
960,CHEBI:10283,CHEBI:48981
961,CHEBI:10283,CHEBI:50629
962,CHEBI:10283,CHEBI:52618
963,CHEBI:10283,CHEBI:616
964,CHEBI:10283,CHEBI:6476
965,CHEBI:10283,CHEBI:69014
966,CHEBI:10283,CHEBI:7728
967,CHEBI:10283,CHEBI:89678
968,CHEBI:10283,CHEBI:94290
969,CHEBI:10283,CHEBI:9496
970,CHEBI:24669,CHEBI:100636
971,CHEBI:24669,CHEBI:124254
972,CHEBI:24669,CHEBI:15825
973,CHEBI:24669,CHEBI:166
974,CHEBI:24669,CHEBI:16632
975,CHEBI:24669,CHEBI:16825
976,CHEBI:24669,CHEBI:17020
977,CHEBI:24669,CHEBI:17784
978,CHEBI:24669,CHEBI:228
979,CHEBI:24669,CHEBI:27808
980,CHEBI:24669,CHEBI:27825
981,CHEBI:24669,CHEBI:29055
982,CHEBI:24669,CHEBI:30718
983,CHEBI:24669,CHEBI:34809
984,CHEBI:24669,CHEBI:34810
985,CHEBI:24669,CHEBI:37476
986,CHEBI:24669,CHEBI:39750
987,CHEBI:24669,CHEBI:48242
988,CHEBI:24669,CHEBI:48510
989,CHEBI:24669,CHEBI:50629
990,CHEBI:24669,CHEBI:616
991,CHEBI:24669,CHEBI:7728
992,CHEBI:51123,CHEBI:100636
993,CHEBI:51123,CHEBI:102152
994,CHEBI:51123,CHEBI:1110
995,CHEBI:51123,CHEBI:124254
996,CHEBI:51123,CHEBI:15618
997,CHEBI:51123,CHEBI:15825
998,CHEBI:51123,CHEBI:166
999,CHEBI:51123,CHEBI:17020
